# Health, travel, work, technology, leisure, nature and civic vocabulary. Columns as in core.tsv.
ramię	shoulder, arm	n	A2	body
łokieć	elbow	n	B1	body
kolano	knee	n	A2	body
stopa	foot	n	A2	body
szyja	neck	n	A2	body
brew	eyebrow	n	B1	body,appearance
warga	lip	n	B1	body
czoło	forehead	n	B1	body
policzek	cheek	n	B1	body
paznokieć	nail	n	B1	body
żołądek	stomach	n	A2	body,health
płuca	lungs	n	B1	body,medicine
mózg	brain	n	B1	body,medicine
wątroba	liver	n	B2	body,medicine
gorączka	fever	n	A2	health
kaszel	cough	n	A2	health
katar	runny nose	n	A2	health
grypa	flu	n	A2	health
przeziębienie	cold (illness)	n	A2	health
alergia	allergy	n	A2	health
rana	wound	n	B1	health,medicine
badanie	examination	n	A2	health,hospital
wizyta	appointment, visit	n	A1	health
recepta	prescription	n	A2	health,pharmacy
szczepienie	vaccination	n	B1	health,medicine
operacja	surgery, operation	n	B1	health,hospital
dieta	diet	n	A2	health,food
oddychać	to breathe	v	B1	health,body
leczyć	to treat	v	B1	health,medicine
boleć	to hurt	v	A1	health
wyzdrowieć	to recover	v	B1	health
tabletka	tablet	n	A2	medicine,pharmacy
syrop	syrup	n	A2	medicine,pharmacy
maść	ointment	n	B1	medicine,pharmacy
zastrzyk	injection	n	B1	medicine,hospital
witamina	vitamin	n	A2	medicine,pharmacy
antybiotyk	antibiotic	n	B1	medicine,pharmacy
dawka	dose	n	B1	medicine,pharmacy
plaster	plaster	n	A2	medicine,pharmacy
bandaż	bandage	n	B1	medicine
termometr	thermometer	n	A2	medicine
apteczka	first-aid kit	n	B1	medicine,emergency
kropla	drop	n	A2	medicine,pharmacy
farmaceuta	pharmacist	n	B1	pharmacy,professions
lek	drug, medicine	n	A2	pharmacy,medicine
bez recepty	over the counter	expr	B1	pharmacy
opakowanie	packaging	n	A2	pharmacy,shopping
ulotka	leaflet	n	B1	pharmacy
dawkowanie	dosage	n	B2	pharmacy,medicine
zamiennik	substitute	n	B2	pharmacy
kolejka	queue, turn	n	A1	pharmacy,shopping
oddział	ward, department	n	B1	hospital
izba przyjęć	accident and emergency	n	B2	hospital,emergency
chirurg	surgeon	n	B1	hospital,professions
pacjent	patient	n	A2	hospital,health
kroplówka	drip	n	B2	hospital
karetka	ambulance	n	A2	hospital,emergency
zabieg	procedure	n	B1	hospital,medicine
rejestracja	registration desk	n	A2	hospital
wyniki	results	n	A2	hospital,studying
pożar	fire	n	A2	emergency
alarm	alarm	n	A2	emergency
ewakuacja	evacuation	n	B2	emergency
ratownik	lifeguard, rescuer	n	B1	emergency
